가게명,주메뉴,동,상세주소,평점,메뉴목록
주학숯불갈비,한식,중곡동,서울 광진구 면목로7길 10,0.0,
그집곱닭도리탕 광진구중곡점,닭요리,중곡동,서울 광진구 긴고랑로2길 42,0.0,
코코,한식,중곡동,서울 광진구 면목로 88,0.0,
2 5배삼겹살김치찜,한식,중곡동,서울 광진구 면목로 92,0.0,"2.5배 삼겹살 김치찜(28,000원), 삼치구이(12,000원), 고추장 삼겹살(中)(27,000원), 통영생굴국밥(12,000원), 조기구이(12,000원), 이베리코 등뼈 감자탕 (小)(27,000원), 순두부생굴국밥(12,000원), 생선구이세트(고등어+가자미+볼락)(19,000원), 공기밥(1,000원), 라면사리(1,000원), 5종반찬(3,000원), 왕계란찜(5,000원), 뼈추가(2,500원), 식혜 500mL(2,000원), 사이다 500mL(2,000원), 콜라 500mL(2,000원)"
복돼지,"육류,고기",중곡동,서울 광진구 면목로 141,0.0,
푸드몽,한식,중곡동,서울 광진구 능동로48길 34,0.0,
중곡찌개마을 중곡점,"찌개,전골",중곡동,서울 광진구 긴고랑로 22,0.0,
울엄마뼈찜,한식,중곡동,서울 광진구 답십리로 388,0.0,
장흥식당,한식,중곡동,서울 광진구 천호대로105길 8,0.0,
일품찜닭,닭요리,중곡동,서울 광진구 영화사로 33,4.0,
지현이네,한식,중곡동,서울 광진구 능동로 441,0.0,
호호불닭,닭요리,중곡동,서울 광진구 용마산로 94-1,0.0,"통뼈닭발(15,000원), 무뼈닭발(15,000원), 순살불닭(15,000원), 오돌뼈(15,000원), 닭윙(15,000원), 닭봉(15,000원), 마늘소금똥집(15,000원), 마늘양념똥집(15,000원), 양념구이불족발(20,000원), 양념구이불꼼장어(20,000원), 불막창숯불구이(20,000원), 주먹밥(2,000원), 스팸주먹밥(3,000원), 김치주먹밥(3,000원), 날치알주먹밥(3,000원), 참치주먹밥(3,000원), 멸치주먹밥(3,000원), 오돌뼈주먹밥(6,000원), 계란찜(5,000원), 누룽지(5,000원)"
추풍령할매감자탕,한식,중곡동,서울 광진구 면목로 200,0.0,"김치감자탕(24,000원), 추풍령감자탕(22,000원), 돼지갈비찜 小（2~3人）(25,000원), 매운돼지갈비찜(25,000원), 해장국(11,000원), 콜라 500ml(2,000원), 사이다 500ml(2,000원), 콜라 1.25L(3,000원), 사이다 1.25L(3,000원), 공기밥(1,000원), 쿨피스（450ml）(1,500원), 쿨피스 450ml 2개 추가(2,500원), 생수（2L）(2,000원), 공기밥 1개(1,000원), 공기밥 2개(2,000원), 공기밥 3개(3,000원), 공기밥 4개(4,000원), 공기밥 5개(5,000원), 셀프주먹밥 추가(3,000원), 김치주먹밥 추가(4,000원), 날치알주먹밥 추가(4,000원), 멸치주먹밥 추가(4,000원), 오돌뼈주먹밥 추가(6,000원), 참치주먹밥 추가(4,000원), 야끼만두（5개）추가(3,000원), 왕만두（5개）추가(6,000원), 참이슬 후레쉬(4,000원), 참이슬 오리지널(4,000원), 처음처럼(4,000원), 카스 프레시(4,000원)"
닭발,한식,중곡동,서울 광진구 능동로49길 19,0.0,
명장맛갈비도시락,한식,중곡동,서울 광진구 용마산로16길 17,0.0,
군자산책,한식,중곡동,서울 광진구 능동로44길 41,0.0,
어서와보리,한식,중곡동,서울 광진구 용마산로 117,0.0,
자매식당,한식,중곡동,서울 광진구 긴고랑로13길 7,0.0,
제일죽집,죽,중곡동,서울 광진구 긴고랑로9길 11,0.0,
만나고쪽갈비 중곡점,갈비,중곡동,서울 광진구 긴고랑로 77,0.0,
우리맛숯불갈비,한식,중곡동,서울 광진구 용마산로21길 77,0.0,
비너스,한식,중곡동,서울 광진구 면목로 97,0.0,
푸디스트 국립정신건강센터점,한식,중곡동,서울 광진구 용마산로 127,0.0,
영산포홍어,"해물,생선",중곡동,서울 광진구 면목로 195,0.0,
고기로 광진중곡점,"육류,고기",중곡동,서울 광진구 능동로48길 36,0.0,
신가네숯불고기냉면얼큰이국밥,한식,중곡동,서울 광진구 면목로 188,0.0,
토종집,한식,중곡동,서울 광진구 용마산로 55,5.0,
512푸드,한식,중곡동,서울 광진구 면목로 188 2층,0.0,
라미포차,한식,중곡동,서울 광진구 면목로 146,0.0,
살랑살랑,한식,중곡동,서울 광진구 능동로44길 42,0.0,
치악산식당,한식,중곡동,서울 광진구 동일로66길 7,0.0,
옛터식당,한식,중곡동,서울 광진구 용마산로 158,0.0,
냉면참잘하는집 광진점,냉면,중곡동,서울 광진구 면목로 188 2층,0.0,"[살얼음동동]물냉면(9,500원), [우리집1등] 비빔냉면(9,000원), 매운 물냉면(9,500원), 열무물냉면(11,500원), 함&돈+비빔냉면(15,000원), 물냉면+함박스테이크 2개(12,500원), 돈까스+물냉면(13,000원), 물냉면+갈비만두4개(13,000원), 고기왕만두 5개(7,000원), 고기왕만두튀김 5개(7,000원), 냉.참 500원 즐기기~(500원), 매운 비빔냉면+육수(9,500원), [[다이어트]] 곤약 물냉면(9,500원), [[다이어트]] 곤약 비빔냉면(9,500원), 속초코다리비빔냉면+육수(12,500원), 열무비빔냉면(11,500원), 모듬정식 도시락(13,000원), 로스까스(등심) 도시락(11,000원), 생선까스 도시락(10,000원), 치즈돈까스 도시락(10,000원), 함박스테이크 도시락(10,000원), 새우까스 도시락(10,000원), 함&돈+물냉면(15,000원), 함&돈+매운물냉면(15,000원), 함&돈+매운비빔냉면(15,000원), 함&돈+열무물냉면(17,000원), 함&돈+열무비빔냉면(17,000원), 함&돈+속초코다리비빔냉면(18,000원), 비빔냉면+함박스테이크 2개(12,500원), 매운물냉면+함박스테이크 2개(12,500원)"
참치즈불닭꼬치,닭요리,중곡동,서울 광진구 능동로47길 30 중곡제일시장 1층 68호,0.0,"닭꼬치(30cm)대리야끼(4,000원), 파닭꼬치(30cm)(4,000원), 순살꼬치(30cm)(4,000원), 버터구이오징어 (다리)(10,000원), 버터구이오징어 (몸통)(10,000원), 회오리감자(3,000원), 데리야끼 닭꼬치(30cm)(4,000원), 즉석버터구이(10,000원), 소떡소떡(3,000원), 옛날핫도그3000(3,000원)"
백반집,한식,중곡동,서울 광진구 면목로 113,0.0,
우리옻닭,닭요리,중곡동,서울 광진구 면목로 201,0.0,
라온쿡 협동조합,한식,중곡동,서울 광진구 능동로 440,0.0,
황가네생선전문점,한식,중곡동,서울 광진구 능동로 387,0.0,"Set 1 （2인분）(25,000원), Set 3 （2인분）(28,000원), 김치고등어조림（2人）(20,000원), Set 2 （2인분）(25,000원), 은갈치구이 （2인분）(22,000원), 은갈치조림 （2인분）(24,000원), 먹갈치구이 （2인분）(20,000원), 먹갈치조림 （2인분）(20,000원), 고등어구이 （2인분）(20,000원), 김치고등어조림 （2인분）(20,000원), 먹갈치조림（1人）(12,000원), 고등어구이（1마리）(12,000원), 고등어＋갈치조림（1人）(12,000원)"
강원도보리밥,한식,중곡동,서울 광진구 면목로 94,0.0,
정가네포차,한식,중곡동,서울 광진구 면목로 189-1,0.0,
정가네,한식,중곡동,서울 광진구 동일로80길 25,0.0,
만복고기마을,"육류,고기",중곡동,서울 광진구 답십리로 378,0.0,"삼겹살(8,900원), 소갈비살(9,900원), 김치찌개(6,000원), 부대찌개(8,000원), 닭도리탕(7,000원)"
생고기,"육류,고기",중곡동,서울 광진구 면목로 195,0.0,
팔도부침나라,한식,중곡동,서울 광진구 능동로47길 42,0.0,"해물파전(23,000원), 모듬전(15,000원), 홍어전(25,000원), 감자전(14,000원), 녹두전(13,000원), 김치전(12,000원), 부추전(12,000원), 두부전(12,000원), 오징어데침(20,000원), 오징어 무침 （소면）(25,000원), 두부김치(25,000원), 도토리묵(14,000원), 삭힌홍어(28,000원), 골뱅이소면(28,000원), 공기밥(2,000원), 콜라 355mL(2,000원), 사이다 355mL(2,000원)"
호화퓨전,한식,중곡동,서울 광진구 용마산로22길 13,0.0,
산해진미,한식,중곡동,서울 광진구 영화사로 5-6,0.0,
여정,한식,중곡동,서울 광진구 답십리로 400-1,0.0,
중곡식당,한식,중곡동,서울 광진구 천호대로 593,0.0,
바삭상회,한식,중곡동,서울 광진구 능동로49길 15,0.0,
벤덴,삼겹살,중곡동,서울 광진구 긴고랑로 115,0.0,
청산칡냉면,한식,중곡동,서울 광진구 용마산로 24-1,0.0,
옛날집,한식,중곡동,서울 광진구 면목로17길 40,0.0,
전주식당,한식,중곡동,서울 광진구 용마산로4길 16,4.0,
정다운도락,한식,중곡동,서울 광진구 자양로43길 65 2층 202호,0.0,"삼겹살도시락(13,900원), 목삼겹도시락(13,900원), 오삼불고기도시락(13,900원), 스팸도시락(12,900원), 제육도시락(12,900원), 야채비빔밥(10,900원), 백반도시락(9,900원), 햄참치비빔밥(11,900원), 제육비빔밥(12,900원), 오삼불고기 비빔밥(13,500원), 제육볶음(15,000원), 오삼불고기(18,000원), 삼겹살구이(12,000원), 목살구이(12,000원), 돼지김치찌개(10,000원), 된장찌개(10,000원), 동태탕(15,000원), 어묵탕(10,000원), 공기밥(1,500원), 스팸(3,000원), 계란후라이(1,500원), 계란말이(8,000원), 코카콜라 355mL(2,000원), 사이다 355mL(2,000원)"
오리바베큐,오리,중곡동,서울 광진구 긴고랑로9길 11 1층,0.0,
뜨닭,한식,중곡동,서울 광진구 면목로 111,0.0,
엄마의손맛삼겹전문,한식,중곡동,서울 광진구 긴고랑로 92,0.0,"기본을 지킨 참숯 삼겹 구이(14,800원), 오직. 제육볶음만.(19,000원), 참숯 소갈비살 도시락＋미니국(18,000원), 2인 정식 우렁된장찌개＋계란찜＋공깃밥2＋음료1(27,000원), 기본을 지킨 간장 삼겹살 구이(15,800원), 참숯 삼겹 구이 반반세트(22,900원), 2인정식 김치찌개＋계란찜＋공깃밥2＋음료1(22,000원), 2인정식 된장찌개＋계란찜＋공깃밥2＋음료1(22,000원), 2인정식 제육볶음＋계란찜＋공깃밥2＋음료1(22,000원), 2인정식 삼겹400g＋계란찜＋공깃밥2＋음료1(27,000원), 오직. 고기만.(23,800원), 오직.찌개만.(19,000원), 전라도 순창에서 올라온 고추로 직접 담근 배추김치(8,000원), 직접 담가 항아리에 묵힌 묵은김치(6,000원), 전라도 순창에서 올라온 고추로 직접 담근 갓김치(9,000원), 전라도 순창에서 올라온 고추로 직접 담근 파김치(10,000원), 전라도 순창에서 올라온 고추로 직접 담근 알타리 김치(9,000원), 사이드 김치찌개(8,000원), 사이드 된장찌개(8,000원), 우렁 된장 찌개(12,000원), 계란찜(7,000원), 계란말이(7,000원), 주먹밥 1개(2,500원), 주먹밥2개(4,500원), 두부부침 3개(5,000원), 파절이(7,000원), 상추 겉절이(4,500원), 상추(3,500원), 마늘(2,000원), 고추(2,000원)"
붕어와꽃집,한식,중곡동,서울 광진구 긴고랑로9길 22 중곡제일시장 98호,0.0,
차칸쿡,한식,중곡동,서울 광진구 긴고랑로9길 24,0.0,
미미네맛집,한식,중곡동,서울 광진구 용마산로 178,0.0,
디딤돌식당,한식,중곡동,서울 광진구 긴고랑로36길 24,0.0,
나경식당,한식,중곡동,서울 광진구 용마산로 21,0.0,
천양운집,한식,중곡동,서울 광진구 면목로 187,0.0,
미락,"육류,고기",중곡동,서울 광진구 면목로 169,0.0,
전주한식뷔페,한식뷔페,중곡동,서울 광진구 동일로62길 7 1층,5.0,
둥지,한식,중곡동,서울 광진구 영화사로 57,0.0,
곱창하우스 중곡점,"곱창,막창",중곡동,서울 광진구 답십리로82길 18 1층,0.0,
경연사철탕,"사철탕,영양탕",중곡동,서울 광진구 긴고랑로 91,0.0,
원부자식품,한식,중곡동,서울 광진구 능동로47길 21,0.0,
우리고향의맛,한식,중곡동,서울 광진구 용마산로2길 5,1.0,
마약배달삼겹,한식,중곡동,서울 광진구 능동로59길 31,0.0,
프레시몬스터 중곡점,한식,중곡동,서울 광진구 면목로 172,0.0,
비케이에프,한식,중곡동,서울 광진구 긴고랑로 63,0.0,
고기자식당,한식,중곡동,서울 광진구 면목로 195 1층,5.0,
에스앤엘,한식,중곡동,서울 광진구 면목로7길 25 세광빌딩 1층,0.0,
해어화호프,한식,중곡동,서울 광진구 답십리로 372,0.0,
상상드림,한식,중곡동,서울 광진구 용마산로16길 17,0.0,
마장순대,한식,중곡동,서울 광진구 긴고랑로9길 23,0.0,
시골푸드,한식,중곡동,서울 광진구 긴고랑로 46,0.0,
사랑,한식,중곡동,서울 광진구 면목로 99,0.0,
골목길,한식,중곡동,서울 광진구 긴고랑로33길 4,0.0,
공감,한식,중곡동,서울 광진구 동일로62길 47,0.0,
카페마실 볶음밥,한식,중곡동,서울 광진구 긴고랑로7길 79,0.0,"야채듬뿍 볶음밥+아메리카노(13,900원), 스팸듬뿍 볶음밥+아메리카노(14,900원), 고기듬뿍 볶음밥+아메리카노(15,900원), 수제 그릭요거트 + 올리브토스트(13,000원), 블루베리 견과류 요거트 + 올리브토스트(13,000원), 아메리카노(3,500원), 카페라떼(5,000원), 레몬에이드(5,000원), 청포도에이드(5,000원), 코카콜라 355mL(2,000원), 칠성사이다 355mL(2,000원)"
광장동가온,국수,광장동,서울 광진구 아차산로78길 75 현대골든텔2차 106호,3.0,"초계메밀국수(15,000원), 가온 곰국시(14,000원), 모듬 보쌈(62,000원), 오징어 순대(20,000원), 고기/김치 손만두(10,000원), 바싹불고기(18,000원), 수육정식(45,000원), 보쌈정식(39,000원), 만두국(14,000원), 모듬전(45,000원), 보쌈(중)(48,000원), 육전(35,000원)"
비스타워커힐서울 명월관,"육류,고기",광장동,서울 광진구 워커힐로 177,3.8,"한우등심정식(179,000원), 한우양념갈비정식(155,000원), 갈비탕(37,000원), 한우갈비탕(42,000원), 물냉면또는비빔냉면(21,000원), 한우차돌박이 꽃게 된장찌개(39,000원), 한우차돌박이 꽃게 된장찌개와 영양돌솥밥(55,000원)"
콩예원,한정식,광장동,서울 광진구 아차산로78길 75,4.0,"두루치기(20,000원), 청국장 정식(13,000원), 쌈정식(36,000원), 수육정식(36,000원), 떡갈비정식(17,000원), 묵밥(11,000원), 감자전(11,000원), 해물파전(19,000원), 떡갈비(18,000원), 두부김치(20,000원), 수육보쌈(32,000원), 도토리묵(11,000원), 코카콜라 캔（355mL）(2,000원), 스프라이트 캔（355mL）(2,000원)"
서울편백찜 광장점,"육류,고기",광장동,서울 광진구 광장로 83 1층,3.8,"（단품）소고기 편백찜(24,000원), （단품）새우 소고기 편백찜(28,000원), （단품）모둠버섯 편백찜(28,000원), 오징어 초무침(8,000원), 간장 새우밥(7,000원), 간장 낙지밥(7,000원), （Best）소고기 편백찜＋오징어초무침 세트(31,000원), 소고기 덮밥(8,000원), 소고기 전골(9,000원), 차돌된장찌개(8,000원), 새우소고기 편백찜＋오징어초무침 세트(35,000원), 모둠버섯 편백찜＋오징어초무침 세트(35,000원), 묵은지 어묵탕(8,000원)"
어울림,"해물,생선",광장동,서울 광진구 광장로1나길 10 1층,,"매생이굴국밥(8,000원), 매생이굴칼국수(7,000원), 해물된장찌개(7,000원), 해물칼국수(7,000원), 동태탕(2인기준)(16,000원)"
태천면옥,냉면,광장동,서울 광진구 광장로 49 1층,4.1,"온반(동절기메뉴(10월~2월))(11,000원), 온면(동절기메뉴(10월~3월))(12,000원), 거냉(동절기메뉴(10월~3월))(12,000원), 평양냉면(12,000원), 비빔냉면(12,000원), 손만두(한접시)(11,000원), 손만두(반접시)(6,000원), 만두국(11,000원), 수육(한우)(31,000원), 제육(한돈)(한접시)(22,000원), 제육(한돈)(반접시)(13,000원)"
옛집,한식,광장동,서울 광진구 아차산로76가길 18,3.0,"돼지찌개(10,000원), 제육볶음(11,000원), 김치생삼겹살 (180g)(16,000원)"
은행나무집,닭요리,광장동,서울 광진구 아차산로69길 20,4.4,"나노오리한방(능이) 누룽지백숙(68,000원), 나노오리한방 누룽지백숙(58,000원), 나노토종닭(능이) 한방누룽지백숙(63,000원), 나노토종닭 한방누룽지백숙(58,000원), 토종닭도리탕(53,000원), 토종닭도리탕(묵은지)(58,000원), 생삼겹살(150g)(15,000원), 오리주물럭(고추장양념)(44,000원), 오리주물럭(1마리)(39,000원), 뚝배기불고기(10,000원), 버섯육개장(9,000원), 돌솥비빔밥(9,000원), 얼큰동태찌개(9,000원), 청국장(8,000원), 항아리수제비(8,000원), 시골된장찌개(7,000원), 비빔국수(7,000원), 잔치국수(6,000원)"
할매복집,복어,광장동,서울 광진구 아차산로76가길 13,3.3,
팔월잔칫날,"육류,고기",광장동,서울 광진구 아차산로76길 5 1층,3.8,"등통삼겹(72,000원), 프리미엄목살 (400g)(51,000원), 기본600g세트(61,000원), 흑돼지등통삼겹(78,000원)"
날일달월,한식,광장동,서울 광진구 아차산로78길 7 유진스웰비 202호,4.3,"생채식진지 점심(18,000원), 생채식진지 저녁(28,000원), 미역콩국수(15,000원), 오행현미죽(15,000원), 비빔라면(계절)(15,000원), 두부김치(20,000원), 닭가슴살 샐러드(20,000원), 오늘의 안주(30,000원), 계절음료(5,000원), 아티커피(5,000원), 쥐눈이콩물(5,500원), 착즙음료(7,500원), 효소음료(7,500원), 달달한간식(5,000원), 단품샐러드(8,000원), 단품샌드위치(6,500원), 날일달월 아정(7,000원), 날남새밥(15,000원), 현미죽진지(13,000원)"
